name,unit_code,operator,gender,facility_type,region,city,county,facility_url,jurisdiction,agency,unit_full_name,family_liaison,date_established,total_employees,security_employees,non_security_employees,windham_employees,medical_employees,capacity,custody_levels,acreage,agricultural_ops,manufacturing_ops,facility_ops,additional_ops,medical_capabilities,educational_programs,additional_programs,community_work,volunteer_initiatives,street_address,parsed_city,state,zip_code,phone,location_description,senior_warden,latitude,longitude
Torres,TE,CID,Male,Prison,IV,Hondo,Medina,https://www.tdcj.texas.gov/unit_directory/te.html,Texas,TDCJ,Ruben M. Torres Unit,,January 1993,298,59,59,12,Medical = 11; Mental Health = 0,"1,384","G1, G2, G4",350,"Security Horses, Security Pack Canines,  Unit Garden",Print Shop,Unit Maintenance,Scent-Specific Canines; Human Remains Detection (HRD) Canines; Laundry services provided for the Ney State Jail.,"Ambulatory medical and dental services. All services on a single level, including CPAP accommodating housing. Managed by UTMB.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Automotive Fundamentals; Heating, Ventilation, Air Conditioning, and Refrigeration; Electrical Trades","Faith-Based Dormitory, Transformational Ministry Dormitory, Adult Education Program (upon availability), Life Decisions Program, Peer Education,  Reentry Planning, Chaplaincy Services, GO KIDS Initiative","Services provided to city agencies,  local organizations,  the area food bank, and Texas Parks and Wildlife.","Substance Abuse Education, Support Groups, Mentoring, Religious/Faith-Based Studies and Activities",Ruben M. Torres Unit,Hondo,TX,78861,(830) 426-5325,Three miles west of Hondo off of Hwy 90 in Medina County,,29.3507444,-99.19819799999999
Travis County,TI,CID,Male,State Jail,IV,Austin,Travis,https://www.tdcj.texas.gov/unit_directory/ti.html,Texas,TDCJ,Travis County State Jail,,February 1997,264,48,48,16,Medical = 13; Mental Health = 2,"1,161","J1, J2, J4, G1, G2, Transient, Youthful Offenders",95,Unit Garden,None,Unit Maintenance,Scent-Specific Canines; Narcotic Canines,"Ambulatory medical, dental, and mental health services. Telemedicine and Digital Medical Services (DMS) available.  All services on a single level. Managed by UTMB.","Literacy (Adult Basic Education/GED), Title I, CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Business Image Management and Multimedia; Landscape Design, Construction, and Maintenance","Faith-Based Dormitory, Prison Deterrence Education Program, Adult Education Program (upon availability), Life Decisions Program, Peer Education,  Crime Prevention Institute, Chaplaincy Services, Community Tours, Crime Stoppers, GO KIDS Initiative",Services provided to city and county agencies.,"Literacy/Education, Employment/Job Skills, Substance Abuse Education, Life Skills, Parent Training, Marriage Training, Support Groups, Religious/Faith-Based Studies and Activities, Family Reintegration, Storybook Project",Travis County State Jail,Austin,TX,78724,(512) 926-4482,Two miles east of Hwy 183 on FM 969 in Travis County,,30.2944269,-97.6222665
Vance,J2,CID,Male,Prison,III,Richmond,Fort Bend,https://www.tdcj.texas.gov/unit_directory/j2.html,Texas,TDCJ,Carol S. Vance Unit,,"1885, Brick Building 1933",116,18,18,0,Medical = 7; Mental Health = 0,378,"G1, G2","933 (Co-located with Jester I, Jester III, and Jester IV)","Unit Garden; Vance, Jester I, and Jester III work in cooperation: Security Horses,  Swine Finishing Operation, Contract Farming and Grazing, Mechanical Shop, and Combine Shed.",None,Unit Maintenance,Scent-Specific Canines,"Ambulatory medical and dental  services. Digital Medical Services (DMS),   electronic specialty clinics, and CPAP accommodating housing available. Managed by UTMB.",None,"Adult Education Program (upon availability), Chaplaincy Services, Faith-Based Dormitory, GO KIDS Initiative, Transformational Ministry Dormitory","Services provided to city and county agencies, the area food bank, and Habitat for Humanity.","Literacy/Education, Employment/Job Skills, Substance Abuse Education, Life Skills, Parent Training, Support Groups, Mentoring, Victims Awareness, Religious/Faith-Based Studies and Activities, Post-Release Housing",Carol S. Vance Unit,Richmond,TX,77406,(281) 277-3030,Four miles east of Richmond on Hwy 90A in Fort Bend County,,29.6211192,-95.69228249999999
Wainwright,EA,CID,Male,Prison,I,Lovelady,Houston,https://www.tdcj.texas.gov/unit_directory/ea.html,Texas,TDCJ,J. Dale Wainwright Unit,Deborah Phillips,April 1917,423,93,93,12,Medical = 18; Mental Health = 3,"2,464","G1-G4, Security Detention, Transient","12,789","Cow/Calf and Heifer Development Operations, Egg Laying Operation, Farm Shop, Feed mill and Grain Storage, Edible and Field Crops, Security Horses, Security Pack Canines,  Swine Farrowing/Nursery/Finishing Operations",Garment Factory,Unit Maintenance,None,"Ambulatory medical, dental, and mental health services. Digital Medical Services (DMS), electronic specialty clinics, and CPAP accommodating housing available.  Managed by UTMB.","Literacy (Adult Basic Education/GED),  CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Automotive Specialization (Engine Performance); Painting and Decorating; Lee College Academic; Lee College Vocational: Food Service Preparation; Advanced Food Service Preparation","Faith-Based Dormitory, Adult Education Program (upon availability), Peer Education, Reentry Planning, Chaplaincy Services, Crime Stoppers, GO KIDS Initiative",Services provided to city agencies and local school districts.,"Literacy/Education, Employment/Job Skills, Substance Abuse Education, Life Skills, Parent Training, Support Groups, Mentoring, Religious/Faith-Based Studies and Activities, Post-Release Housing",J. Dale Wainwright Unit,Lovelady,TX,75851,(936) 636-7321,Thirteen miles west of Trinity on FM 230 in Houston County,,31.1268207,-95.44555
Wallace/San Angelo Work Camp,WL,CID,Male,Prison,V,Colorado City,Mitchell,https://www.tdcj.texas.gov/unit_directory/wl.html,Texas,TDCJ,Daniel Webster Wallace Unit,,May 1994,255,63,63,10,Medical = 13; Mental Health = 0,"1,132","G1, G2, G4",524 (Co-located with Ware),"Farm Shop;  Wallace and Ware work in cooperation:  Hay Production, Security Horses, Security Pack Canines,  and Unit Garden.",Garment Factory,Unit Maintenance,San Angelo Work Camp; Scent-Specific Canines; Laundry Services provided for the Ware Unit.,"Ambulatory medical and dental services. Telemedicine Services available. All services on a single level, including CPAP accommodating housing. Managed by Texas Tech.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Automotive Specialization (Brakes, Engine Performance); Construction Carpentry; Western Texas College Vocational: Horticulture","Faith-Based Dormitory, Adult Education Program (upon availability), Life Decisions Program,  Chaplaincy Services, GO KIDS Initiative","Services provided to city and county agencies, area school districts, local organizations, the area food bank, and Habitat for Humanity.","Substance Abuse Education,  Life Skills, Support Groups, Victims Awareness, Religious/Faith-Based Studies and Activities",Daniel Webster Wallace Unit,Colorado City,TX,79512,(325) 728-2162,Exit 215 from IH-20 and south on FM 3525 in Mitchell County,,32.4001066,-100.8802294
Wheeler,WR,CID,Male,State Jail,V,Plainview,Hale,https://www.tdcj.texas.gov/unit_directory/wr.html,Texas,TDCJ,J.B. Wheeler State Jail,,March 1995,127,25,25,6,Medical = 5; Mental Health = 0,576,"J1, J2; G1, G2",601 (Co-located with Formby),"Wheeler and Formby work in cooperation: Contract Farming, Unit Garden, and Security Horses.",None,Unit Maintenance,Scent-Specific Canines,"Ambulatory medical and dental services. Telemedicine Services available. All services on a single level, including CPAP accommodating housing.  Managed by Texas Tech.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Business Computer Information Systems I","Adult Education Program (upon availability), Chaplaincy Services, Faith-Based Dormitory, GO KIDS Initiative, Reentry Planning","Services provided to city and county agencies, local organizations, and Texas Parks and Wildlife.","Employment/Job Skills, Support Groups, Religious/Faith-Based Studies and Activities",J.B. Wheeler State Jail,Plainview,TX,79072,(806) 293-1081,Five miles east of Plainview on Hwy 70 in Hale County,,34.17710760000001,-101.6456202
Willacy County,WI,CID,Male,State Jail,IV,Raymondville,Willacy,https://www.tdcj.texas.gov/unit_directory/wi.html,Texas,TDCJ,Willacy County State Jail,,October 1995,183,30,30,,Medical = 11; Mental Health = 1,"1,069","G1, G2",100,None,None,Unit Maintenance,None,"Ambulatory medical, dental, and mental health services. Telemedicine and Digital Medical Services (DMS) available. All services on single level. Managed by UTMB.","Adult Basic Education, GED, Life Skills; Vocational Programs: Plumbing; Painting","Faith-Based Dormitory, Adult Education Program (upon availability), Peer Education, Chaplaincy Services",None,"Substance Abuse Education,  Parent Training, Support Groups, Religious/Faith-Based Studies and Activities",Willacy County State Jail,Raymondville,TX,78580,(956) 689-4900,Intersection of Hwy 77 South and FM 3168 in Willacy County,,26.4671042,-97.76693829999999
Woodman,WM,CID,Female,State Jail,VI,Gatesville,Coryell,https://www.tdcj.texas.gov/unit_directory/wm.html,Texas,TDCJ,Linda Woodman State Jail,,June 1997,270,55,55,18,Medical = 20; Mental Health = 3,900,"J1, J2, J4, Segregation, G1, G2,  Transient","1,283 (Co-located with Crain, Hilltop, and Murray)",None,None,Unit Maintenance,Diagnostic Intake Facility for female offenders; Substance abuse screening and assessment,"Ambulatory medical, dental, and mental health services. Telemedicine Services available. All services on a single level.  Managed by UTMB.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention, Parenting Seminar;  Career and Technology Programs: Business Computer Information Systems I; Electrical Trades; Painting and Decorating","Faith-Based Dormitory, Adult Education Program (upon availability),  Peer Education, Chaplaincy Services, Crime Stoppers, GO KIDS Initiative, Coryell County Community Leadership Unit Tour","Services provided to city agencies, Habitat for Humanity, local organizations,  and Texas  Parks and Wildlife.","Literacy/Education, Substance Abuse Education, Life Skills, Arts/Crafts, Parent Training, Support Groups, Victims Awareness, Religious/Faith-Based Studies and Activities, Women's Storybook Project, Girl Scouts Beyond Bars",Linda Woodman State Jail,Gatesville,TX,76528,(254) 865-9398,North of downtown Gatesville on FM 929 (Coryell City Road) in Coryell County,,31.4611443,-97.729441
Wynne,WY,CID,Male,Prison,I,Huntsville,Walker,https://www.tdcj.texas.gov/unit_directory/wy.html,Texas,TDCJ,John M. Wynne Unit,,1883,480,115,115,16,Medical = 23; Mental Health = 3,"2,621","G1-G5, Security Detention, Outside Trusty","1,396 (Co-located with Holliday)","Wynne and Holliday work in cooperation: Edible and Field Crops, Egg Laying Operation, Farm Shop,  Regional Pest Control, Security Horses, Security Pack Canines,  Swine Finishing Operation, and Veterinary Clinic. Wynne assists Goree Unit in the Horse Breeding Program.","Computer Recovery Facility; License Plate Plant; Mattress Factory; Sign and Plastics Facility; Graphics Facility; Mechanical Department (Diesel Engine Repair, Wrecker Service, Tire Operations);  Food Service Warehouse, Freight Terminal",Unit Maintenance,"Scent-Specific Canines; Narcotic Canines; Human Remains Detection (HRD) Canines; Windham School District Administrative Headquarters, Regional Office and Warehouse; Laundry services provided for the Holliday Unit.","Ambulatory medical, dental, and mental health services. Digital Medical Services (DMS), electronic specialty clinics, and CPAP accommodating housing available.  Managed by UTMB.","Literacy (Adult Basic Education/GED), Special Education, CHANGES/Pre-Release; Career and Technology Programs: Computer Maintenance Technician; Diesel Mechanics; Small Engine Repair; Welding; Lee College Vocational: Truck Driving; Welding; Advanced Welding","Faith-Based Dormitory, House Church Program, Adult Education Program (upon availability), Life Decisions Program, Peer Education, Reentry Planning, Chaplaincy Services, GO KIDS Initiative",Services provided to city and county agencies and local organizations.,"Literacy/Education, Employment/Job Skills, Substance Abuse Education,  Support Groups, Religious/Faith-Based Studies and Activities",John M. Wynne Unit,Huntsville,TX,77349,(936) 295-9126,On FM 2821 West and Hwy 75 North in Walker County,,30.7404707,-95.5764671
Young,GC,CID,Female,Medical,III,Dickinson,Galveston,https://www.tdcj.texas.gov/unit_directory/gc.html,Texas,TDCJ,Carole S. Young Medical Facility,,February 1996,302,29,29,1,Medical = 95; Mental Health = 3,328,"G1, G2, Outside Trusty; Medical: All levels requiring medical treatment",43,None,None,Unit Maintenance,Special Needs Kitchen,"Ambulatory medical, dental, and mental health services. Medical care available 24 hours a day, seven days a week. UTMB medical hub site. Infirmary with 141 beds, of which 131 are skilled care/assisted living beds and 10 respiratory isolation rooms. Type I Geriatric Facility. On-site specialty clinics for prenatal and pregnancy, female hospice, dialysis, respiratory therapy, and physical therapy. All services on a single level, including assisted disability services (ADS) showers, eight wheelchair accommodated beds, and CPAP accommodating housing. Medical services closely coordinated with Hospital Galveston. Digital Medical Services (DMS) and electronic specialty clinics available. Managed by UTMB.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release","Baby Bonding Program, Baby and Mother Bonding Initiative (BAMBI), Faith-Based Dormitory, Adult Education Program (upon availability), Peer Education, Chaplaincy Services, GO KIDS Initiative",Services provided to city and county agencies and Habitat for Humanity.,"Substance Abuse Education, Life Skills, Parent Training, Support Groups, Victims Awareness, Religious/Faith-Based Studies and Activities, Women's Storybook Project",Carole S. Young Medical Facility,Dickinson,TX,77539,(409) 948-0001,"Two miles west of Hwy 146, north on Attwater Avenue in Galveston County",,29.42584799999999,-94.9819126
